trip_ID,category
tour_idfme8wk5f,1
tour_id3lmw5uqr,1
tour_idcgwxn14c,3
tour_id0q8uccv8,2
tour_idpsf4mkv1,2
tour_idweqvvfci,1
tour_idklb3i6z5,3
tour_id57vhsyu7,1
tour_idw72t6mxv,1
tour_id2p7b73di,1
tour_idl39jlz3a,2
tour_idlfrmtgdx,1
tour_idc5fbtytj,2
tour_idg9qpdgw4,1
tour_idv2a5nh75,1
tour_idndh827w2,1
tour_idf6qbmdvr,1
tour_id7k4fw6ft,1
tour_id7zjymys9,2
tour_id9qfhhltp,2
tour_idzxkqtjqs,1
tour_idzgwzqd9p,2
tour_idmub6rh0n,1
tour_idjebdz7st,1
tour_idwyahwd38,2
tour_idxe54d703,1
tour_id1pu8j7z6,2
tour_id3pw3azm9,2
tour_idgkdyc1y1,1
tour_idcq7vloqe,2
tour_id21xmojmx,2
tour_id06q41uu2,1
tour_idsc90yx6y,1
tour_id140zebi7,1
tour_id94hdkb39,2
tour_idvkwgbv0v,2
tour_idkmj0yy6b,1
tour_id78wc4vw0,2
tour_id6pb6dt41,1
tour_id6c6iat9r,1
tour_idvfs1eapi,1
tour_id7j0d0jv1,2
tour_idu3jfyvye,1
tour_idfgxxojis,1
tour_idlr1m8ch0,1
tour_idvnyrdin0,1
tour_id0f0446sy,2
tour_idatbegcwq,2
tour_idqdbbox2e,2
tour_idajj2z40j,1
tour_idgt3ri4gh,2
tour_ido1xp3fcl,3
tour_id64utewi1,1
tour_idc6mb5008,1
tour_id4b3szqup,2
tour_id73bb8oj7,1
tour_idljd0g2oo,1
tour_idmiirkqm2,1
tour_idtun9hpcg,1
tour_idqu6mjx78,2
tour_idu2oka8zk,1
tour_idktu85659,1
tour_idzsyvcycz,2
tour_idny6vce8h,1
tour_id7utitozg,2
tour_id09qahl5t,2
tour_idj93lg5fp,2
tour_idpqa7zo4z,2
tour_id0epl9yx5,2
tour_idehlxw47f,1
tour_idvf1pb6fm,3
tour_idc57g5vr5,2
tour_idthxt7oik,1
tour_idtgspmq1i,1
tour_id2diep5km,2
tour_idz11jnr1y,1
tour_idgxat6kaw,1
tour_idcjd1dr3y,2
tour_idk2lmrdfl,1
tour_iduirz6pfa,2
tour_idui170duq,1
tour_idv1gx2o25,2
tour_id4aclji6n,1
tour_idti4psxkj,1
tour_idvk61wb7o,1
tour_idhu5qjb5u,3
tour_id721j5ilv,3
tour_id3nh9rrtu,1
tour_id60zkw69n,2
tour_idmv2q61f5,1
tour_idr7p1jot0,1
tour_id9qwog1pi,1
tour_id2c6ahea6,1
tour_idz26bzftq,1
tour_idg7w4c4fn,3
tour_idsgis0way,1
tour_idk73qkh8m,1
tour_id3bsoap2z,1
tour_id2ficdrxu,2
tour_idj4ktxg8a,2
tour_idh17l8xw5,1
tour_id6413ulhq,3
tour_id7su89o9f,2
tour_idmub9fho0,3
tour_idy7qcksd6,1
tour_id4c8bi4zw,2
tour_id8n6dz8fu,2
tour_idru4azbog,2
tour_idhyh15wvy,1
tour_idw0yadf5b,2
tour_id2ft1ib8n,1
tour_idckrwsrng,2
tour_id7je9ds02,1
tour_idljzp3qcc,2
tour_idm10x2aws,1
tour_ids3iexd71,1
tour_idisr3n58x,3
tour_idxkxzl5bi,1
tour_idhi2lzfh8,1
tour_idyr6jkwx6,3
tour_iderlymstl,3
tour_ida5er6ijg,2
tour_idbksxlcws,3
tour_idyvmjcv1l,2
tour_idnhshj5k2,1
tour_id0b4kbmoh,2
tour_idlitakc6m,2
tour_idyd3597g8,2
tour_id77jc9cjk,2
tour_idv8egpm5x,1
tour_id7cxsptp1,1
tour_id5xx3gps6,2
tour_idtkrdrri5,1
tour_idagppi6vw,2
tour_idskbnl49g,3
tour_ids4yols4t,2
tour_idnrcw5cn1,1
tour_idmjmi9qvs,3
tour_id9nxrtc0l,2
tour_id7wgobdrr,1
tour_id53hi9rtn,1
tour_idbmi9ak1c,1
tour_id59o81d2o,1
tour_idcqvi5iwg,1
tour_idei1wk8us,1
tour_idfs6gcmz2,1
tour_idr6eczy1h,1
tour_id8xa4to81,1
tour_idd0iu4d63,1
tour_id5swqut9l,3
tour_idvc5banhn,2
tour_id33ijg6yl,3
tour_id8xvs3516,1
tour_idx8us52hi,1
tour_idv58p4ms3,1
tour_idou2k3o3r,2
tour_id1vqiwbnb,1
tour_id26sl9wus,2
tour_iduqbjzczv,1
tour_ideynsn15k,3
tour_idtvjpfss6,2
tour_iddv6eslrp,2
tour_id96cdxlch,2
tour_id98erm0gj,2
tour_idushm2m4g,2
tour_id3ixn3dbm,1
tour_idauv8me6b,1
tour_idx5atwru6,3
tour_id72yy5jlp,2
tour_iddr89zxlu,1
tour_id3m9u9nwn,2
tour_ide7b7ntoi,2
tour_idy0bk8dii,1
tour_id08ce5bb4,1
tour_id560uiwpy,2
tour_idsb2byyzl,1
tour_id5jjqehll,1
tour_id7aawsbea,2
tour_idfyfctib2,1
tour_idgnfa3bf0,2
tour_idhhh687ut,2
tour_id3d591e76,1
tour_id4gw8pf7m,2
tour_idg4613d0s,2
tour_idr069axxx,1
tour_id5bln33j9,2
tour_idijfaw09m,1
tour_idzgdbhrwg,1
tour_id44u3zkj8,1
tour_ido78cln64,1
tour_idkn7a41jb,2
tour_idpp3jkdps,2
tour_idujvgrqpd,2
tour_idbh8zm30r,3
tour_id7w897r6z,1
tour_idoopupbxw,1
tour_idtm5er7yq,3
tour_id9brbwjva,2
tour_idkk36g1c1,1
tour_idxn71og3c,2
tour_id4yhk79ql,1
tour_idn729a1cu,1
tour_idq0b62qk4,2
tour_id6zmgxqgw,2
tour_idbvvtpotr,2
tour_idhre5zi4q,2
tour_idokzxm0by,2
tour_idjx9w2szp,1
tour_id5comdkg4,2
tour_idj5cxejrd,2
tour_idcljldppm,2
tour_idpv0bodcx,2
tour_id4dtujksr,2
tour_idec35xjey,1
tour_id16utv717,1
tour_idb4rrooex,2
tour_idqz5yv5ma,3
tour_ideo1oddhl,1
tour_idykbwyflu,2
tour_idmf76bvrk,2
tour_idjyeupj66,1
tour_id35van5fy,1
tour_idblx81xtx,2
tour_id8m7pid51,3
tour_idzbalvu3l,1
tour_idgjuw8ew6,1
tour_idc7mhad2q,1
tour_iduzmj14kp,1
tour_idsw73rsn4,3
tour_id8rkqqi8n,1
tour_idyba5f2kc,1
tour_idgdrvtotl,1
tour_idvma9oljm,1
tour_idissie2ll,3
tour_id4cj9xy6x,3
tour_iddgw9tpfy,1
tour_idpdh3lubu,1
tour_id8fagop2r,2
tour_idiczc9ntp,1
tour_idk1t3y6gk,2
tour_idknhmhzhu,2
tour_iddtx9gpyk,2
tour_id3yzlr8mq,1
tour_idztdc6imf,2
tour_id5h35cq8s,2
tour_id6d3w5is5,2
tour_idjh5pif0l,2
tour_id4qsmrbtp,2
tour_idjbgtlngo,3
tour_id8hdeknm1,1
tour_id0jc7pb7q,2
tour_idb1lkfchu,1
tour_idzhc60trl,1
tour_idw3mqt0hn,2
tour_idhqnqxwr5,1
tour_idltkmyydv,2
tour_idqub7znuf,3
tour_iduo5nfgkr,1
tour_idnxlro3wv,2
tour_idkba0k3b6,2
tour_ido8djt41e,1
tour_idjtuz9nji,1
tour_idcumnm0td,2
tour_id8pph0cct,2
tour_idcbe4uet0,2
tour_idmtzfzc1a,2
tour_idt3ew8cdu,2
tour_id10bnpa37,3
tour_idfyy5n6cn,1
tour_idpuy12jri,2
tour_ids8pdc47n,2
tour_id0ohdctgo,1
tour_ids35bsj87,2
tour_idudhavzfy,3
tour_idhzv7xcr9,2
tour_idlpjiurcc,3
tour_idqnw63w15,1
tour_idt2gaqmmq,2
tour_id53g36vvr,2
tour_id104cywbg,1
tour_idt9nslorx,1
tour_idizvr2dwh,1
tour_id59q9i4vg,2
tour_id9tvgg9jq,1
tour_idppe1cfcw,1
tour_idslfo7giy,2
tour_idw2ycwvzk,1
tour_idwdcyuble,1
tour_idzsy95940,2
tour_idal9pwvhd,1
tour_idvj3dds0f,1
tour_idjetvokja,2
tour_idksy58wi3,1
tour_id7wt00tsh,1
tour_idux38a3m9,1
tour_id9nm4b63s,2
tour_idwd6m6ggi,1
tour_idkwvoycj3,1
tour_idc17jzjr2,2
tour_idm64kj4or,2
tour_idjns79z4g,1
tour_id2yup9ihn,1
tour_idq0azezro,1
tour_idzxpmcpsm,1
tour_idxdbam589,1
tour_id9taa4hae,2
tour_id5ph9n2gj,2
tour_idub3cj5yk,1
tour_idvk9roeyo,2
tour_idd2ylijpk,2
tour_ideut1k0y2,2
tour_idihvv0rpr,2
tour_id596bompe,2
tour_idr6k1xpcq,1
tour_idhqy73jmq,1
tour_idmjg6865f,2
tour_id4y8qba2m,2
tour_idn0cbs4n1,2
tour_idsjhaixwe,1
tour_idzwkwjwq3,2
tour_id38y8244o,2
tour_id6r0bgq8i,1
tour_idybp4b975,2
tour_idyl9qyce8,1
tour_idmlpv40oj,1
tour_idfhsnqzre,1
tour_idk6alpwov,1
tour_id508rmgit,1
tour_id3gawp028,2
tour_id88sandvu,1
tour_idoepaq5xl,2
tour_idvsm30bvg,3
tour_idtrpf0793,2
tour_idi9yx2nn6,2
tour_id8jf81dfn,2
tour_idazkq5e6c,2
tour_id1qunjshu,2
tour_idjz1n1pe1,3
tour_idvvv6f3vd,2
tour_idxexknv1f,2
tour_id80rqp7xu,2
tour_idgznjwn2e,1
tour_iddut8x5h4,1
tour_idqd3j1zpg,1
tour_idcdhibf1h,1
tour_idt48civ00,2
tour_idq28ndhg5,1
tour_idpj8n90up,2
tour_id7fc58esp,1
tour_idxh8qsn0c,2
tour_idlup698id,3
tour_idxvpd6zpz,1
tour_ids9u9p4mt,2
tour_idww8dbn5p,2
tour_idytj1tasw,1
tour_idym8e3js0,3
tour_id8s96r1y8,2
tour_idmnyg2vfq,2
tour_idrgc75r7c,1
tour_ido6tg5lrf,3
tour_idxwhs15mc,3
tour_idfh4accv4,2
tour_idyyo0dd2n,2
tour_idg51l54ak,1
tour_id16uxhwsi,2
tour_idggtk4621,2
tour_idrkrg9z73,2
tour_idsq0ee872,1
tour_id63f285dh,1
tour_id7ccprnjg,2
tour_idaxwo8k2a,2
tour_idrmo9ube0,1
tour_id8ei13ji4,1
tour_id6kp8z6kr,2
tour_idc797i8o6,1
tour_idkb8laigm,1
tour_id2vtbwfkb,2
tour_id31zlc09g,1
tour_id195ocxqk,1
tour_idnq7y8khy,1
tour_id4l9zwcq8,1
tour_idhxhhwl5x,1
tour_idf8nezjqn,1
tour_idsup6prcj,1
tour_idclsoqp4g,1
tour_id5pf5su5z,3
tour_ido3ydr9ra,1
tour_idvhwko3dk,1
tour_idehfdo5jo,3
tour_idylsv6ikv,2
tour_idx7zpt29s,2
tour_idwsv18d5l,1
tour_idxele2wd6,2
tour_id5ewc1fro,1
tour_idhf0udbd4,1
tour_id7byh6b0o,2
tour_idiyc1ghge,1
tour_idsqq6ytia,3
tour_idl81r8qw5,2
tour_id43oudop7,2
tour_idf68ferjo,1
tour_idhqd7mww7,2
tour_idm815ciee,2
tour_id0ogrnmwh,2
tour_idc2w58q0v,3
tour_id83ol4owt,2
tour_id3sgjd3e7,2
tour_iddimla6og,1
tour_idp05dbig5,1
tour_idw9rnb9j0,3
tour_idtdccm993,2
tour_idr7ts62v2,1
tour_idqh3uzrqo,1
tour_id7vqg6qds,3
tour_ido08ywc4s,1
tour_idz43wzuyy,2
tour_idkmc052q6,1
tour_id9wvxeg9q,1
tour_idb2dqy4f3,2
tour_iduodqgcpk,2
tour_idq9eazvsx,1
tour_id3v11pt1m,1
tour_idddas8bnk,1
tour_id3xuywakg,2
tour_idr1e2sr9f,3
tour_id7g9ce30u,2
tour_idqn52kwxh,2
tour_idozaq7pi7,2
tour_id3fg6ftd3,1
tour_idwgq0xtac,1
tour_idugehkl3f,2
tour_idbvvx1zbn,3
tour_id5q05l9af,2
tour_idv85newne,1
tour_id3ffajnh3,2
tour_idovxobew7,1
tour_id8etpx4my,3
tour_idmuse6ii1,1
tour_id4vkvlz3t,1
tour_idcxl77rv7,2
tour_idui3pno0w,3
tour_iddvkajvaa,1
tour_idfzk0thk6,2
tour_id2tvfzccm,1
tour_id2lfdy58a,1
tour_idatmtal67,2
tour_idxlu59kqz,1
tour_idpf8rpzqz,1
tour_idpgtmev80,2
tour_id1ulmdqsc,2
tour_idr2jeytpt,1
tour_idldpfh8vf,1
tour_id1ph71pdb,1
tour_id6jbzml5r,3
tour_id5kzh3aun,1
tour_idkm2ukdoz,1
tour_idd95zdf52,2
tour_id8hvugelc,2
tour_idsgsrse45,2
tour_idttr80mkp,1
tour_iderfol86x,2
tour_id6jgs24b5,1
tour_id27bndqgh,1
tour_idr6dla1be,1
tour_ida3racn5i,2
tour_idq7l2itas,2
tour_id8z69ty6q,2
tour_idjtfk0vbi,2
tour_idsnqwnpz7,2
tour_id238vku0j,2
tour_idav51z6ye,1
tour_idle7h6qyo,1
tour_id34yomn0l,1
tour_idy9wx1ic5,2
tour_id9305tzhn,2
tour_id7lu6fa2j,2
tour_idc0kwnfjp,1
tour_id86x8t6xk,1
tour_idx5zu8uva,2
tour_idsgq0m4tn,2
tour_idufyr9ykx,1
tour_idgsjkusr2,1
tour_idlrx9zjn4,3
tour_idjo1i9j7e,1
tour_idju5smqqy,2
tour_idpcaf0l2u,2
tour_idvnwpivyk,1
tour_idvbgwbalz,1
tour_idl4fqimm6,2
tour_id6w5emka5,1
tour_idznqtfgpo,1
tour_idvwnluwac,2
tour_id4cfeh5nb,2
tour_idjx5xhxuh,2
tour_idegcc6u5n,2
tour_ids4e66vsc,2
tour_idntq9infa,1
tour_idochlkm5w,2
tour_idh2gatpd5,2
tour_id8ef9471v,1
tour_id849uao5c,1
tour_id2y7igw6s,2
tour_idzzjztl7k,2
tour_idxv5ixt8d,1
tour_idx5i2csrr,1
tour_idnxup48q1,1
tour_idi0ucezxs,1
tour_idkimvl498,1
tour_id738pstbo,1
tour_idqpkimirx,2
tour_idne1x1yz3,2
tour_idbsi2i2n9,2
tour_idxvfau0hp,2
tour_id7jdbapjw,1
tour_idny9z4pz5,1
tour_idqmu906fi,2
tour_idw6mo9hq1,1
tour_idultugtlx,3
tour_id2keox9zk,1
tour_idh59eindz,1
tour_id382tg4bd,1
tour_id991vkuwi,1
tour_idsm0nl29o,3
tour_idr9ilv0rb,2
tour_idn6xgng7n,2
tour_idbrn789gl,1
tour_idbtuu7jtz,1
tour_idwlply1kn,1
tour_idc059eg0f,1
tour_idtsjqrmi3,2
tour_idlzrphojo,2
tour_idzv5sp534,3
tour_id1nrk5fu2,2
tour_id5a5yt7nl,2
tour_id7kpmc0td,1
tour_idaaxi49zy,3
tour_id2o0c2z4h,1
tour_idisjezlc2,2
tour_idletszfoy,1
tour_idsjci9307,2
tour_idsif6d59a,3
tour_idaz8r4xx7,2
tour_idza8i58dq,2
tour_idpqqxmaqt,3
tour_idr8zaj65e,1
tour_id4r9c8fl7,2
tour_id9fwalxok,1
tour_idzf0cjhgl,2
tour_idu0ti6rhk,2
tour_idjntosljv,2
tour_id33m91uox,1
tour_idbyres5we,1
tour_idkv291tva,2
tour_idug1x9n61,2
tour_id5685trz6,1
tour_idr0mop8sv,1
tour_ido7n7d0an,2
tour_idi7pbk9sq,1
tour_id4thi0etu,1
tour_idmg89adjw,3
tour_idt4n3cifv,2
tour_idqbai356l,1
tour_idp80mrxl9,1
tour_ida3c9yrzi,1
tour_idzh9rmd0a,2
tour_idfqym076n,1
tour_idvssckbdo,3
tour_idwlwujrpy,3
tour_id5zz1ldyl,1
tour_idqs7rvdmu,2
tour_idhlqgvd4n,2
tour_idx3bf8e6p,3
tour_idiuyz4wb3,2
tour_idbwntmidw,3
tour_idki8e7kgt,1
tour_id7wbob70z,1
tour_idgj8hm932,1
tour_id0vfdoa1k,2
tour_id2gd2eqb5,1
tour_idkhgtcbbh,2
tour_id54n89kcp,2
tour_idjaqsfgh4,1
tour_idmpzgq3xb,1
tour_id689vidxr,3
tour_id3485oybn,1
tour_idwpno1vjp,1
tour_idjtai05ck,1
tour_idvojkbsd8,1
tour_idbx78s0qu,2
tour_idnmqfrnhp,1
tour_id1w85fkia,2
tour_idto5n7w23,1
tour_idf1aytwyg,1
tour_idceix1bi3,2
tour_id8ruokcrs,1
tour_idhoez3qeq,1
tour_idyplc8mho,1
tour_idsopowk21,1
tour_idp3lzae3v,1
tour_idjbhvrmoj,2
tour_idie39ei01,2
tour_idag2v9sjw,2
tour_idgtg6gdm0,2
tour_id8s894wvx,2
tour_ids9qnz265,2
tour_id4zzvd72e,3
tour_id5izxryw8,2
tour_idwqfsy2rz,2
tour_idbhru8muk,2
tour_id5o3pd0kk,2
tour_idnl84ucur,1
tour_id9xdiw73l,1
tour_id6tp1dkt6,3
tour_idfumi5p3d,1
tour_id6b6jneq1,1
tour_idz27xalxd,2
tour_idkuvjs23g,1
tour_idwsux1x1m,2
tour_ids59lms7n,1
tour_idgg3hn8oh,1
tour_idkn3yucn2,2
tour_idpgoniqwm,1
tour_idfvglsqxp,1
tour_idh19e6hui,1
tour_id2o2647lm,1
tour_idv8g4289o,3
tour_ididxmoy9u,1
tour_idesiai618,2
tour_id9g38wwg8,2
tour_idlyzynpjt,2
tour_idhcax5aq8,1
tour_idmp5ciw50,2
tour_ida5mpcq1r,1
tour_id8hd75w95,1
tour_idoprkgmua,1
tour_idiqur93f7,2
tour_id3mtuugdq,1
tour_idnhnb7w5x,1
tour_id01l9rshu,1
tour_idv5fycjiy,2
tour_id0ravle89,1
tour_idp7sddvkv,1
tour_idx164xe35,1
tour_ido6ylupfi,2
tour_idgapwz7lx,1
tour_id8quaak0c,1
tour_idfiv9v7pg,1
tour_idaj9m0yp6,1
tour_idle476wwd,1
tour_idj9jhhdx3,1
tour_idbsa0vq5z,2
tour_idbmcq1jr7,2
tour_idkpnzhquy,3
tour_idva66orit,1
tour_idnab5xsu2,1
tour_id210lkxbs,2
tour_idntja2zlh,1
tour_idqlgt8jhr,1
tour_id65stfumi,1
tour_ido93prenh,2
tour_idcyhuoodr,2
tour_idzob9jvh2,2
tour_idqi1ps414,2
tour_idc4n2nt17,1
tour_idrb9wlrq3,2
tour_idab413lrh,2
tour_id3d026ytq,2
tour_id76pjwj1d,1
tour_idtgiyo6q4,2
tour_id1sc0kbqp,1
tour_ids3301z8u,2
tour_id9phav5dw,1
tour_id6bvd4hhn,1
tour_idv49t6gji,1
tour_idr8oqz71c,1
tour_id0sorho0c,1
tour_idd6al1oa9,2
tour_id2a3psmz6,2
tour_idzfuxzve9,2
tour_id0dt5s748,1
tour_idrn2yczcj,1
tour_idvmjhdo6t,2
tour_idqh6w0b5l,1
tour_idurlozufj,1
tour_idgdlud74g,3
tour_iddu61ptqi,2
tour_idgqvb6ek8,1
tour_idbsowagx6,2
tour_idcvgjbfti,2
tour_id50kec8oh,2
tour_id46gav8zc,1
tour_ido3g1qq8z,2
tour_id71fr0ucm,1
tour_idx2e2y0xj,1
tour_idkstjvxss,2
tour_idn7slhb0f,2
tour_id8f7csi6h,1
tour_idmo7nqamy,1
tour_iddqxynez8,2
tour_idfzeeg8rh,2
tour_idehoem9wd,1
tour_id2jpdd04d,2
tour_id2mvqpynu,2
tour_idgjhunon9,2
tour_idjdsvrfss,2
tour_idrluu9w0u,1
tour_idf0ov46e3,1
tour_idrgcumurl,2
tour_idtbtufzaf,2
tour_idy5w014de,1
tour_idk9fjovsf,1
tour_id3tiwsexa,1
tour_ideqqrrw8d,2
tour_idxcypm1tu,1
tour_idto9b731o,1
tour_idyvkow12d,1
tour_idu51smbbt,2
tour_idjxv0obda,2
tour_idlr5nthkx,1
tour_idtya9ot9h,1
tour_idjv92iq4i,1
tour_id0j6xtmls,1
tour_id42p9kti0,3
tour_id5bv1c9ma,1
tour_idwqcyqvsd,1
tour_ideq26d9tb,2
tour_idjkf52u18,1
tour_idedbs9v8n,1
tour_idcnft0ff5,1
tour_id3kzet7dm,2
tour_id9t0o56bu,2
tour_idqvvesmtq,3
tour_idgrt2l0fz,1
tour_idxqjkejv3,1
tour_idgqslxs8f,2
tour_idsqyzn41e,1
tour_id8tcrwcxc,2
tour_idk74x1amj,3
tour_idhyz88580,1
tour_idpvdtahto,1
tour_id4cheejz9,1
tour_idawgzt170,3
tour_id702o5pyj,3
tour_id2lla5ld7,2
tour_idpq23e0gc,1
tour_idv5mfmwy7,3
tour_idzizeyucq,1
tour_id19r18h28,1
tour_idtdof7ejm,2
tour_idonrpnl76,1
tour_idhixncy99,1
tour_idoqvi0e6f,2
tour_idovv1ttue,1
tour_id1nvn503h,3
tour_idx25iut2b,2
tour_idio5afn3q,2
tour_idheaw8utf,2
tour_id331wttll,2
tour_id7bpjcxtn,2
tour_iddb603nwm,1
tour_idmh6yn6l0,1
tour_idlqao8iec,2
tour_id4r27rbfz,1
tour_idz0841gd6,1
tour_iduolxgmvi,1
tour_idoq6ga430,1
tour_idcoa6o18u,1
tour_id25s35hm1,1
tour_idpxzsdy1s,2
tour_idew1nhdqd,2
tour_idg25vb1os,1
tour_idl9ue1oz6,2
tour_idyezxbdud,1
tour_id4mq2wldn,1
tour_id81mqsu5l,1
tour_idmh0tse3m,1
tour_idhp9730cq,1
tour_idqob5pcro,1
tour_idw6ix7577,1
tour_id3pitzn2n,1
tour_iduf3t90n7,1
tour_idymm5wihk,2
tour_idujg4vvhi,2
tour_id74ehlhzp,3
tour_idsoxa6ope,2
tour_id4xfbeau8,1
tour_id2lau2e3f,2
tour_id8fto81x7,1
tour_id01yiyqiu,1
tour_idr34kmcuj,2
tour_idi6n1m4qy,2
tour_idh5clu7t7,2
tour_idu3le74yw,2
tour_id30fozkzp,1
tour_id3z481sz2,1
tour_idzbkcz9ra,2
tour_idfmavssxv,2
tour_idexb8mzpl,1
tour_id540fmegg,2
tour_idpdaf1d84,2
tour_idlqe3lf4r,1
tour_idebyj7co8,2
tour_idof9ju5ji,1
tour_id8rh9e0he,1
tour_idg61xikuq,2
tour_idqf5zy5da,2
tour_idgkqkv5s7,2
tour_id7akwywfp,2
tour_iddwcl9vll,1
tour_idu2fdj0xj,2
tour_id244zzy72,1
tour_id4dwvdxsi,1
tour_idy58ro0o6,1
tour_id1cuxz6sr,3
tour_id695973vo,2
tour_idtgs4rrs4,2
tour_idp8aercbf,1
tour_idyo0lkycx,1
tour_id3facsfxw,1
tour_id1sde1w15,3
tour_idq3nfamkw,2
tour_ide24c11na,2
tour_idmlciqb8y,1
tour_idyhtnchf9,2
tour_iddfug3mfq,1
tour_idpaapyi2f,2
tour_id3sb51clp,1
tour_id8uc1oea7,2
tour_id3sc6pm6d,3
tour_idl38lj0mv,2
tour_idzhemmctf,1
tour_id8qngi7hy,1
tour_idw9a9msi8,1
tour_id4s3y77ln,1
tour_idr2ynq7mc,2
tour_id0anc1688,1
tour_idefoo4lby,2
tour_idrgpd8829,3
tour_id6xt1o3e7,1
tour_ida8p8alm5,1
tour_idh01pn8kj,2
tour_ideqzulxk4,2
tour_idyog0s0eg,1
tour_idnwv2200t,3
tour_idur69xkgd,2
tour_id48iav2sm,1
tour_id0f6looow,2
tour_iddckn5p9e,1
tour_id7hjdux3s,2
tour_idvzlc23vk,1
tour_id7ci94zck,2
tour_id1qnuhevx,1
tour_idr9s4r5ej,2
tour_idpk2my0z5,1
tour_idzq0hduie,1
tour_idb3gmlyeo,2
tour_id8efx9x0m,1
tour_idnjf0v3zu,1
tour_idmy4slu75,2
tour_id14vq6us8,1
tour_idkr3fnc3u,1
tour_idcfsi7g3u,2
tour_id7xl6pzkj,3
tour_idd3mnteqn,2
tour_id51ygppvn,2
tour_id6t4kuuow,1
tour_id4g13y0t7,2
tour_idkth5ydp5,2
tour_id1biv9jho,1
tour_idymogsbx0,1
tour_idg7dhgr7e,3
tour_id8nn0ozak,1
tour_idwpgxki6k,1
tour_idqttgwbc3,1
tour_idd08fnobc,1
tour_id5pd5budr,2
tour_id7oi6lhpl,2
tour_idygxbzpq4,1
tour_idy11vbqi3,2
tour_idqg2wddvq,1
tour_idu0se2ets,1
tour_id0qb6xmal,1
tour_id3zm84a2z,3
tour_id3x29qhnb,1
tour_idpalzj8rh,2
tour_idmxmwm51e,2
tour_idhqvvl9ly,2
tour_idv0xqm8bf,1
tour_idpu9cge4p,2
tour_id4sd2dekr,1
tour_idvrvap9pp,2
tour_idk5xnjboj,2
tour_idmj7pknmi,2
tour_idph7gr4rd,2
tour_id9dwwf61s,2
tour_idht3a0165,2
tour_idmji6xk4s,1
tour_idfm1pm3f1,2
tour_idmr2fim78,2
tour_idtliqcy1w,2
tour_ids5vd9qwr,2
tour_id4ueyxt8o,1
tour_idzg7qw7gw,3
tour_id6l1x82xk,2
tour_idydtyr7y7,2
tour_idy7mr8brx,1
tour_idyfaehly0,2
tour_id6xmq5mag,1
tour_idmqepkwwr,1
tour_id5uyghyxm,2
tour_idu8dg4z40,1
tour_idlaqm4r4p,2
tour_id3vh198s4,3
tour_idy9lqrw3w,1
tour_id15xfa4md,2
tour_idrsb8gm7q,3
tour_idq2c4fh99,1
tour_id4sth0yfr,1
tour_idw4egeeuz,1
tour_id6tdcz7t5,2
tour_id6uqkuhqx,2
tour_idb8r8vu8v,2
tour_idpcssjjs0,1
tour_id78hvglq1,2
tour_idjnc2vdrt,1
tour_idsd59fjdd,2
tour_idgdtj113d,2
tour_ids0p3nrft,1
tour_idhbq1oa4y,1
tour_idu0k0qf2r,1
tour_idc59gawgp,1
tour_idbc84pqxt,2
tour_idqyrkxqav,1
tour_id5urhejkl,1
tour_idsrg9psb1,1
tour_idfki4bo3h,2
tour_idzo1okx69,2
tour_idj3nkcibv,3
tour_id9zlw82e9,1
tour_id4mprv44h,2
tour_id9wplz2cb,2
tour_idctw1hxrl,2
tour_idmsp951fh,3
tour_idiyemw0mv,1
tour_idqbdvh715,2
tour_idgd0n58g7,1
tour_id6kr1t6vu,1
tour_id69cdddia,1
tour_id5o2sbvwe,2
tour_idr2wepxgn,1
tour_idpyg8lyzu,2
tour_idsjmu3hkn,2
tour_ideumpm7s8,1
tour_idqqy4do9s,3
tour_idvvelh5rh,1
tour_idu92qexq9,2
tour_idee6fshk2,1
tour_idi3gpfl95,3
tour_idekbmwk2w,3
tour_idqglzibsm,1
tour_idsovyywfr,2
tour_idm6wyc3jv,2
tour_idv5m920da,2
tour_ids4wkz9av,1
tour_idushxus9d,1
tour_idjdeswh73,1
tour_idj9ygqkia,1
tour_idf322xq5y,1
tour_idrt6kv59i,1
tour_id23wcqsxx,2
tour_idlqhjkqb6,1
tour_id97ruod2s,2
tour_iduen1z1nt,2
tour_idj0g43p3c,3
tour_idprdp6p39,2
tour_idsa5566c1,2
tour_idu7eoyje8,2
tour_idfdab5u9u,2
tour_id2oj2a1kg,1
tour_ids28ex428,1
tour_idu25mmo1n,2
tour_id2ss34hd4,1
tour_idrn8c00pk,1
tour_id9ct06y6q,3
tour_id7yagbi8m,1
tour_idwtmf8qgr,1
tour_idsla3e4ge,2
tour_idz7njenv3,1
tour_idem4fi9le,2
tour_idve6uddmg,1
tour_ideq9bezvc,1
tour_idtrmuxe3b,1
tour_idh0sdtwgu,2
tour_idw50t25ir,2
tour_idu1tgsexi,2
tour_idp2ussyh7,1
tour_idrjqrplxg,1
tour_idaex831er,1
tour_id8wjqxtbs,1
tour_id53jpe3te,1
tour_id689dpojg,1
tour_iduygnsxj9,3
tour_idjfknn5t1,1
tour_idlkvrbpec,1
tour_idweaqx8ye,1
tour_idpqk92oeh,2
tour_idirwqwasx,1
tour_idhjl1lmt0,1
tour_idp0c18iok,2
tour_id7haw4756,1
tour_ids2bpjznh,2
tour_idhzlsfya6,1
tour_idzqhu2rlf,2
tour_idzevslc2s,3
tour_idwioo3kk4,2
tour_idmxzudalg,1
tour_iddbj7dsna,2
